"Country_Name";"Country_Code";"Indicator_Code";"Indicator_Name";"Debt"
"Dominican Republic";"DOM";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";-218658021.6
"Dominican Republic";"DOM";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Dominican Republic";"DOM";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Dominican Republic";"DOM";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";33632300000.0
"Dominican Republic";"DOM";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";2124805273.4
"Dominican Republic";"DOM";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";842231439.7
"Dominican Republic";"DOM";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";595.5502
"Dominican Republic";"DOM";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";1537420000.0
"Dominican Republic";"DOM";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";3459152116.5
"Dominican Republic";"DOM";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";24261332544.6
"Dominican Republic";"DOM";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";611.584035729
"Dominican Republic";"DOM";"FI.RES.TOTL.MO";"Total reserves in months of imports";67.296956358
"Ecuador";"ECU";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";205.1608
"Ecuador";"ECU";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";-345.9239
"Ecuador";"ECU";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";304.807
"Ecuador";"ECU";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";729.5328
"Ecuador";"ECU";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";308.2709
"Ecuador";"ECU";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-14935516089.5
"Ecuador";"ECU";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";2986791000.0
"Ecuador";"ECU";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";34830000.0
"Ecuador";"ECU";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-1352750436.9
"Ecuador";"ECU";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";4331597211.2
"Ecuador";"ECU";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";4497456448.3
"Ecuador";"ECU";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";2290.04819825
"Ecuador";"ECU";"NY.GNP.MKTP.CD";"GNI (current US$)";1333297279335.0
"Ecuador";"ECU";"DT.DIS.IDAG.CD";"IDA grants (current US$)";0.0
"Ecuador";"ECU";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";55621000.0
"Ecuador";"ECU";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";126.716590727
"Ecuador";"ECU";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";2541196905.2
"Ecuador";"ECU";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";857.1616
"Ecuador";"ECU";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";-688397305.3
"Ecuador";"ECU";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Ecuador";"ECU";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Ecuador";"ECU";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";12372029442.7
"Ecuador";"ECU";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";7944225.7
"Ecuador";"ECU";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";2547751039.8
"Ecuador";"ECU";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";674.728
"Ecuador";"ECU";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";3022770000.0
"Ecuador";"ECU";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";15695645578.0
"Ecuador";"ECU";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";19632785537.3
"Ecuador";"ECU";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";556.164891185
"Ecuador";"ECU";"FI.RES.TOTL.MO";"Total reserves in months of imports";84.196617094
"Egypt";" Ar";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";319.7948
"Egypt";" Ar";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";408.5456
"Egypt";" Ar";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";208.2482
"Egypt";" Ar";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";954.881
"Egypt";" Ar";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";616.3843
"Egypt";" Ar";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-41619093362.16
"Egypt";" Ar";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";0.0
"Egypt";" Ar";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";6579400000.0
"Egypt";" Ar";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-14490605687.8
"Egypt";" Ar";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";595565510.9
"Egypt";" Ar";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";11355312207.0
"Egypt";" Ar";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";2525.76351282
"Egypt";" Ar";"NY.GNP.MKTP.CD";"GNI (current US$)";3722335754744.0
"Egypt";" Ar";"DT.DIS.IDAG.CD";"IDA grants (current US$)";0.0
"Egypt";" Ar";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";2992530158.2
"Egypt";" Ar";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";79.090826511
"Egypt";" Ar";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";2047922262.6
"Egypt";" Ar";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";615.9973
"Egypt";" Ar";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";-2472901955.1
"Egypt";" Ar";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Egypt";" Ar";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Egypt";" Ar";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";39746777024.452
"Egypt";" Ar";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";13895040176.9
"Egypt";" Ar";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";5393884713.8
"Egypt";" Ar";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";654.8159
"Egypt";" Ar";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";17822870000.0
"Egypt";" Ar";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";18947148538.8
"Egypt";" Ar";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";4829887790.8
"Egypt";" Ar";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";1369.660842423
"Egypt";" Ar";"FI.RES.TOTL.MO";"Total reserves in months of imports";178.990876493
"El Salvador";"SLV";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";360.6173
"El Salvador";"SLV";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";-57.3445
"El Salvador";"SLV";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";257.2849
"El Salvador";"SLV";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";1036.1718
"El Salvador";"SLV";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";779.8404
"El Salvador";"SLV";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-14316279889.48
"El Salvador";"SLV";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";0.0
"El Salvador";"SLV";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";519820000.0
"El Salvador";"SLV";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-524586701.6
"El Salvador";"SLV";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";6798014.9
"El Salvador";"SLV";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";156327000.0
"El Salvador";"SLV";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";2066.89621046
"El Salvador";"SLV";"NY.GNP.MKTP.CD";"GNI (current US$)";400374086704.0
"El Salvador";"SLV";"DT.DIS.IDAG.CD";"IDA grants (current US$)";0.0
"El Salvador";"SLV";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";359154.1
"El Salvador";"SLV";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";95.730562415
"El Salvador";"SLV";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";61268662.0
"El Salvador";"SLV";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";1637.0284
"El Salvador";"SLV";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";-10236004.4
"El Salvador";"SLV";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"El Salvador";"SLV";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"El Salvador";"SLV";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";4598021840.79
"El Salvador";"SLV";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";517788686.7
"El Salvador";"SLV";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";67246136.8
"El Salvador";"SLV";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";611.2158
"El Salvador";"SLV";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";2953320000.0
"El Salvador";"SLV";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";149015160.0
"El Salvador";"SLV";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";13031053924.3
"El Salvador";"SLV";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";958.411485658
"El Salvador";"SLV";"FI.RES.TOTL.MO";"Total reserves in months of imports";105.264430959
"Eritrea";"ERI";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";136.4357
"Eritrea";"ERI";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";725.2975
"Eritrea";"ERI";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";20.0779
"Eritrea";"ERI";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";508.1278
"Eritrea";"ERI";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";1593.732
"Eritrea";"ERI";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-1412581427.096
"Eritrea";"ERI";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";0.0
"Eritrea";"ERI";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";0.0
"Eritrea";"ERI";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-3004474.6
"Eritrea";"ERI";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";0.0
"Eritrea";"ERI";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";0.0
"Eritrea";"ERI";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";862.3402494
"Eritrea";"ERI";"NY.GNP.MKTP.CD";"GNI (current US$)";19267396901.2
"Eritrea";"ERI";"DT.DIS.IDAG.CD";"IDA grants (current US$)";50844646.13
"Eritrea";"ERI";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";2656000.0
"Eritrea";"ERI";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";9.480261615
"Eritrea";"ERI";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";5214009.1
"Eritrea";"ERI";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";1358.4376
"Eritrea";"ERI";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";21805662.2
"Eritrea";"ERI";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Eritrea";"ERI";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Eritrea";"ERI";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";5648971.0289
"Eritrea";"ERI";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";3004474.6
"Eritrea";"ERI";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";15627304.4
"Eritrea";"ERI";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";53.627
"Eritrea";"ERI";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";495860000.0
"Eritrea";"ERI";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";21450556.8
"Eritrea";"ERI";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";808697933.8
"Eritrea";"ERI";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";721.864796326
"Eritrea";"ERI";"FI.RES.TOTL.MO";"Total reserves in months of imports";8.016401679
"Eswatini";"SWZ";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";291.8128
"Eswatini";"SWZ";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";460.7321
"Eswatini";"SWZ";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";181.5824
"Eswatini";"SWZ";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";1032.4688
"Eswatini";"SWZ";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";1507.968
"Eswatini";"SWZ";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-284824421.76
"Eswatini";"SWZ";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";0.0
"Eswatini";"SWZ";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";1170000.0
"Eswatini";"SWZ";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-2704673.7
"Eswatini";"SWZ";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";2704673.7
"Eswatini";"SWZ";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";0.0
"Eswatini";"SWZ";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";595.45378085
"Eswatini";"SWZ";"NY.GNP.MKTP.CD";"GNI (current US$)";68604416442.54
"Eswatini";"SWZ";"DT.DIS.IDAG.CD";"IDA grants (current US$)";0.0
"Eswatini";"SWZ";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";0.0
"Eswatini";"SWZ";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";21.653489903
"Eswatini";"SWZ";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";0.0
"Eswatini";"SWZ";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";1818.745
"Eswatini";"SWZ";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";11594973.4
"Eswatini";"SWZ";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Eswatini";"SWZ";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Eswatini";"SWZ";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";4460753403.005
"Eswatini";"SWZ";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";0.0
"Eswatini";"SWZ";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";0.0
"Eswatini";"SWZ";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";357.8793
"Eswatini";"SWZ";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";622460000.0
"Eswatini";"SWZ";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";0.0
"Eswatini";"SWZ";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";162225723.1
"Eswatini";"SWZ";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";3667.21368358
"Eswatini";"SWZ";"FI.RES.TOTL.MO";"Total reserves in months of imports";115.709124998
"Ethiopia";"ETH";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";340.3254
"Ethiopia";"ETH";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";1622.8093
"Ethiopia";"ETH";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";105.6477
"Ethiopia";"ETH";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";1405.0456
"Ethiopia";"ETH";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";1819.5445
"Ethiopia";"ETH";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-33619637531.19
"Ethiopia";"ETH";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";15869436.4
"Ethiopia";"ETH";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";9563270000.0
"Ethiopia";"ETH";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-15821183259.6
"Ethiopia";"ETH";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";10150298328.5
"Ethiopia";"ETH";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";760769414.2
"Ethiopia";"ETH";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";2206.0103578
"Ethiopia";"ETH";"NY.GNP.MKTP.CD";"GNI (current US$)";585148164736.0
"Ethiopia";"ETH";"DT.DIS.IDAG.CD";"IDA grants (current US$)";2265890404.55
"Ethiopia";"ETH";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";561207146.2
"Ethiopia";"ETH";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";17.183984337
"Ethiopia";"ETH";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";178283555.4
"Ethiopia";"ETH";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";1628.3059
"Ethiopia";"ETH";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";26387645.7
"Ethiopia";"ETH";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Ethiopia";"ETH";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Ethiopia";"ETH";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";315489732.631
"Ethiopia";"ETH";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";5686754367.6
"Ethiopia";"ETH";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";770742267.9
"Ethiopia";"ETH";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";123.5034
"Ethiopia";"ETH";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";5899300000.0
"Ethiopia";"ETH";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";1932340739.5
"Ethiopia";"ETH";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";8516393363.0
"Ethiopia";"ETH";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";982.310827344
"Ethiopia";"ETH";"FI.RES.TOTL.MO";"Total reserves in months of imports";104.932967479
"Fiji";"FJI";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";201.5074
"Fiji";"FJI";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";-139.9717
"Fiji";"FJI";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";230.131
"Fiji";"FJI";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";662.3602
"Fiji";"FJI";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";123.3327
"Fiji";"FJI";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-4270817412.62
"Fiji";"FJI";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";0.0
"Fiji";"FJI";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";0.0
"Fiji";"FJI";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-6285693.2
"Fiji";"FJI";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";795287.3
"Fiji";"FJI";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";0.0
"Fiji";"FJI";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";842.622429675
"Fiji";"FJI";"NY.GNP.MKTP.CD";"GNI (current US$)";83230753784.2
"Fiji";"FJI";"DT.DIS.IDAG.CD";"IDA grants (current US$)";0.0
"Fiji";"FJI";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";1226798.9
"Fiji";"FJI";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";47.564374504
"Fiji";"FJI";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";22000.0
"Fiji";"FJI";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";1741.2565
"Fiji";"FJI";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";499922.2
"Fiji";"FJI";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Fiji";"FJI";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Fiji";"FJI";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";3142129353.687
"Fiji";"FJI";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";5490405.9
"Fiji";"FJI";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";145000.0
"Fiji";"FJI";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";383.1964
"Fiji";"FJI";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";1159880000.0
"Fiji";"FJI";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";20000.0
"Fiji";"FJI";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";641224010.7
"Fiji";"FJI";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";5988.64835129
"Fiji";"FJI";"FI.RES.TOTL.MO";"Total reserves in months of imports";121.0379583
"Gabon";"GAB";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";170.1481
"Gabon";"GAB";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";-205.2072
"Gabon";"GAB";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";275.0401
"Gabon";"GAB";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";604.0284
"Gabon";"GAB";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";137.5803
"Gabon";"GAB";"BN.CAB.XOKA.CD";"Current account balance (current US$)";23648635857.75
"Gabon";"GAB";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";480765283.9
"Gabon";"GAB";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";391730000.0
"Gabon";"GAB";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-420749611.3
"Gabon";"GAB";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";518283226.8
"Gabon";"GAB";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";83178700.5
"Gabon";"GAB";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";2714.50076245
"Gabon";"GAB";"NY.GNP.MKTP.CD";"GNI (current US$)";257620194501.5
"Gabon";"GAB";"DT.DIS.IDAG.CD";"IDA grants (current US$)";0.0
"Gabon";"GAB";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";14577273.2
"Gabon";"GAB";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";116.849936931
"Gabon";"GAB";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";1527193950.2
"Gabon";"GAB";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";456.9833
"Gabon";"GAB";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";370215988.7
"Gabon";"GAB";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Gabon";"GAB";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Gabon";"GAB";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";13842010746.36
"Gabon";"GAB";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";383231668.4
"Gabon";"GAB";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";3220664796.1
"Gabon";"GAB";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";562.8569
"Gabon";"GAB";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";1509710000.0
"Gabon";"GAB";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";5532390086.0
"Gabon";"GAB";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";5304126501.7
"Gabon";"GAB";"FI.RES.TOTL.DT.ZS";"Total reserves (% of total external debt)";804.488761868
"Gabon";"GAB";"FI.RES.TOTL.MO";"Total reserves in months of imports";54.305048388
"Gambia";" Th";"DT.GPA.DPPG";"Average grace period on new external debt commitments (years)";352.865
"Gambia";" Th";"DT.GRE.DPPG";"Average grant element on new external debt commitments (%)";1854.9705
"Gambia";" Th";"DT.INR.DPPG";"Average interest on new external debt commitments (%)";79.3685
"Gambia";" Th";"DT.MAT.DPPG";"Average maturity on new external debt commitments (years)";1433.4381
"Gambia";" Th";"DT.DOD.ALLC.ZS";"Concessional debt (% of total external debt)";2847.8926
"Gambia";" Th";"BN.CAB.XOKA.CD";"Current account balance (current US$)";-824801781.801
"Gambia";" Th";"DT.DSB.DPPG.CD";"Debt buyback (current US$)";0.0
"Gambia";" Th";"DT.DOD.MDRI.CD";"Debt forgiveness grants (current US$)";253860000.0
"Gambia";" Th";"DT.DFR.DPPG.CD";"Debt forgiveness or reduction (current US$)";-33372016.5
"Gambia";" Th";"DT.DSF.DPPG.CD";"Debt stock reduction (current US$)";17606329.9
"Gambia";" Th";"DT.DXR.DPPG.CD";"Debt stock rescheduled (current US$)";16761800.4
"Gambia";" Th";"DT.DOD.DECT.GN.ZS";"External debt stocks (% of GNI)";2890.492234787
"Gambia";" Th";"NY.GNP.MKTP.CD";"GNI (current US$)";27743910894.95
"Gambia";" Th";"DT.DIS.IDAG.CD";"IDA grants (current US$)";100639940.2
"Gambia";" Th";"DT.IXF.DPPG.CD";"Interest forgiven (current US$)";901614.1
"Gambia";" Th";"DT.INT.DECT.GN.ZS";"Interest payments on external debt (% of GNI)";55.820868301
"Gambia";" Th";"DT.IXR.DPPG.CD";"Interest rescheduled (capitalized) (current US$)";69625.0
"Gambia";" Th";"DT.DOD.MLAT.ZS";"Multilateral debt (% of total external debt)";2362.6253
"Gambia";" Th";"DT.IXA.DPPG.CD.CG";"Net change in interest arrears (current US$)";-865908.8
"Gambia";" Th";"DT.DOD.PVLX.GN.ZS";"Present value of external debt (% of GNI)";0.0
"Gambia";" Th";"DT.DOD.PVLX.CD";"Present value of external debt (current US$)";0.0
"Gambia";" Th";"BX.KLT.DREM.CD.DT";"Primary income on FDI (current US$)";225490927.1592
"Gambia";" Th";"DT.AXF.DPPG.CD";"Principal forgiven (current US$)";15765686.6
"Gambia";" Th";"DT.AXR.DPPG.CD";"Principal rescheduled (current US$)";129303.6
"Gambia";" Th";"DT.DOD.DSTC.ZS";"Short-term debt (% of total external debt)";287.0517
"Gambia";" Th";"BX.GRT.TECH.CD.DT";"Technical cooperation grants (current US$)";627380000.0
"Gambia";" Th";"DT.TXR.DPPG.CD";"Total amount of debt rescheduled (current US$)";32480076.7
"Gambia";" Th";"DT.DOD.DECT.CD.CG";"Total change in external debt stocks (current US$)";600916986.5
